state,city,area,weekly_income,working_hours_per_day,orders_per_day,shift_timing,rainfall_intensity,temperature_trend,disruption_frequency,location_risk_score,income_per_hour,activity_level,shift_risk,risk_score
Gujarat,Surat,Varachha,9401,12,27,morning,0.64,0.73,0.46,0.613,111.92,2.25,0.2,0.577
Gujarat,Surat,Varachha,8129,10,20,afternoon,0.64,0.73,0.46,0.613,116.13,2.0,0.3,0.577
Gujarat,Surat,Varachha,8708,4,23,afternoon,0.64,0.73,0.46,0.613,311.0,5.75,0.3,0.636
Gujarat,Surat,Varachha,9900,12,12,night,0.64,0.73,0.46,0.613,117.86,1.0,0.7,0.577
Gujarat,Surat,Varachha,8853,12,18,morning,0.64,0.73,0.46,0.613,105.39,1.5,0.2,0.561
Gujarat,Surat,Varachha,9518,4,19,evening,0.64,0.73,0.46,0.613,339.93,4.75,0.6,0.646
Gujarat,Surat,Varachha,9728,7,20,evening,0.64,0.73,0.46,0.613,198.53,2.86,0.6,0.609
Gujarat,Surat,Varachha,9042,7,16,morning,0.64,0.73,0.46,0.613,184.53,2.29,0.2,0.577
Gujarat,Surat,Varachha,5754,9,30,evening,0.64,0.73,0.46,0.613,91.33,3.33,0.6,0.618
Gujarat,Surat,Varachha,7294,6,33,evening,0.64,0.73,0.46,0.613,173.67,5.5,0.6,0.651
Gujarat,Surat,Varachha,5942,7,30,evening,0.64,0.73,0.46,0.613,121.27,4.29,0.6,0.637
Gujarat,Surat,Varachha,4022,9,22,evening,0.64,0.73,0.46,0.613,63.84,2.44,0.6,0.6
Gujarat,Surat,Varachha,3463,6,8,evening,0.64,0.73,0.46,0.613,82.45,1.33,0.6,0.578
Gujarat,Surat,Varachha,8478,5,23,night,0.64,0.73,0.46,0.613,242.23,4.6,0.7,0.648
Gujarat,Surat,Varachha,9206,6,32,morning,0.64,0.73,0.46,0.613,219.19,5.33,0.2,0.631
Gujarat,Surat,Varachha,3518,10,30,evening,0.64,0.73,0.46,0.613,50.26,3.0,0.6,0.611
Gujarat,Surat,Varachha,3114,8,19,morning,0.64,0.73,0.46,0.613,55.61,2.38,0.2,0.579
Gujarat,Surat,Varachha,8916,4,14,evening,0.64,0.73,0.46,0.613,318.43,3.5,0.6,0.621
Gujarat,Surat,Varachha,5315,5,10,evening,0.64,0.73,0.46,0.613,151.86,2.0,0.6,0.592
Gujarat,Surat,Varachha,6496,5,32,morning,0.64,0.73,0.46,0.613,185.6,6.4,0.2,0.631
Gujarat,Surat,Varachha,3403,12,33,afternoon,0.64,0.73,0.46,0.613,40.51,2.75,0.3,0.592
Gujarat,Surat,Varachha,8227,6,29,night,0.64,0.73,0.46,0.613,195.88,4.83,0.7,0.653
Gujarat,Surat,Varachha,9453,11,10,night,0.64,0.73,0.46,0.613,122.77,0.91,0.7,0.575
Gujarat,Surat,Varachha,7110,5,8,evening,0.64,0.73,0.46,0.613,203.14,1.6,0.6,0.584
Gujarat,Surat,Varachha,7449,11,15,afternoon,0.64,0.73,0.46,0.613,96.74,1.36,0.3,0.564
Gujarat,Surat,Varachha,7558,4,26,night,0.64,0.73,0.46,0.613,269.93,6.5,0.7,0.656
Gujarat,Surat,Varachha,9426,11,14,morning,0.64,0.73,0.46,0.613,122.42,1.27,0.2,0.557
Gujarat,Surat,Varachha,6003,5,20,afternoon,0.64,0.73,0.46,0.613,171.51,4.0,0.3,0.616
Gujarat,Surat,Varachha,6993,10,15,night,0.64,0.73,0.46,0.613,99.9,1.5,0.7,0.587
Gujarat,Surat,Varachha,4466,12,28,evening,0.64,0.73,0.46,0.613,53.17,2.33,0.6,0.598
Gujarat,Surat,Varachha,6136,10,14,morning,0.64,0.73,0.46,0.613,87.66,1.4,0.2,0.559
Gujarat,Surat,Varachha,9851,4,35,night,0.64,0.73,0.46,0.613,351.82,8.75,0.7,0.656
Gujarat,Surat,Varachha,3906,5,31,night,0.64,0.73,0.46,0.613,111.6,6.2,0.7,0.656
Gujarat,Surat,Varachha,9971,12,14,morning,0.64,0.73,0.46,0.613,118.7,1.17,0.2,0.555
Gujarat,Surat,Varachha,6004,5,25,evening,0.64,0.73,0.46,0.613,171.54,5.0,0.6,0.651
Gujarat,Surat,Varachha,7973,10,32,afternoon,0.64,0.73,0.46,0.613,113.9,3.2,0.3,0.6
Gujarat,Surat,Varachha,6821,4,8,evening,0.64,0.73,0.46,0.613,243.61,2.0,0.6,0.592
Gujarat,Surat,Varachha,9670,4,24,morning,0.64,0.73,0.46,0.613,345.36,6.0,0.2,0.631
Gujarat,Surat,Varachha,9084,12,10,morning,0.64,0.73,0.46,0.613,108.14,0.83,0.2,0.548
Gujarat,Surat,Varachha,6397,12,34,night,0.64,0.73,0.46,0.613,76.15,2.83,0.7,0.613
Gujarat,Surat,Varachha,4170,11,8,evening,0.64,0.73,0.46,0.613,54.16,0.73,0.6,0.566
Gujarat,Surat,Varachha,4998,4,15,afternoon,0.64,0.73,0.46,0.613,178.5,3.75,0.3,0.612
Maharashtra,Mumbai,Andheri,3508,10,20,evening,0.84,0.42,0.62,0.648,50.11,2.0,0.6,0.624
Maharashtra,Mumbai,Andheri,4232,7,30,night,0.84,0.42,0.62,0.648,86.37,4.29,0.7,0.675
Maharashtra,Mumbai,Andheri,3213,8,26,evening,0.84,0.42,0.62,0.648,57.38,3.25,0.6,0.649
Maharashtra,Mumbai,Andheri,4962,12,17,afternoon,0.84,0.42,0.62,0.648,59.07,1.42,0.3,0.597
Maharashtra,Mumbai,Andheri,3125,4,9,morning,0.84,0.42,0.62,0.648,111.61,2.25,0.2,0.609
Maharashtra,Mumbai,Andheri,5628,6,19,evening,0.84,0.42,0.62,0.648,134.0,3.17,0.6,0.647
Maharashtra,Mumbai,Andheri,9221,8,32,night,0.84,0.42,0.62,0.648,164.66,4.0,0.7,0.669
Maharashtra,Mumbai,Andheri,7404,9,17,afternoon,0.84,0.42,0.62,0.648,117.52,1.89,0.3,0.607
Maharashtra,Mumbai,Andheri,9808,6,18,morning,0.84,0.42,0.62,0.648,233.52,3.0,0.2,0.624
Maharashtra,Mumbai,Andheri,7958,7,10,afternoon,0.84,0.42,0.62,0.648,162.41,1.43,0.3,0.598
Maharashtra,Mumbai,Andheri,8604,11,22,night,0.84,0.42,0.62,0.648,111.74,2.0,0.7,0.629
Maharashtra,Mumbai,Andheri,4082,6,10,evening,0.84,0.42,0.62,0.648,97.19,1.67,0.6,0.617
Maharashtra,Mumbai,Andheri,3452,4,23,night,0.84,0.42,0.62,0.648,123.29,5.75,0.7,0.689
Maharashtra,Mumbai,Andheri,6969,12,11,morning,0.84,0.42,0.62,0.648,82.96,0.92,0.2,0.582
Maharashtra,Mumbai,Andheri,5736,8,26,afternoon,0.84,0.42,0.62,0.648,102.43,3.25,0.3,0.634
Maharashtra,Mumbai,Andheri,3328,6,28,evening,0.84,0.42,0.62,0.648,79.24,4.67,0.6,0.677
Maharashtra,Mumbai,Andheri,8359,4,28,night,0.84,0.42,0.62,0.648,298.54,7.0,0.7,0.689
Maharashtra,Mumbai,Andheri,9519,4,23,morning,0.84,0.42,0.62,0.648,339.96,5.75,0.2,0.664
Maharashtra,Mumbai,Andheri,5533,11,21,night,0.84,0.42,0.62,0.648,71.86,1.91,0.7,0.627
Maharashtra,Mumbai,Andheri,6560,11,22,night,0.84,0.42,0.62,0.648,85.19,2.0,0.7,0.629
Maharashtra,Mumbai,Andheri,3212,9,16,evening,0.84,0.42,0.62,0.648,50.98,1.78,0.6,0.62
Maharashtra,Mumbai,Andheri,4658,5,11,night,0.84,0.42,0.62,0.648,133.09,2.2,0.7,0.633
Maharashtra,Mumbai,Andheri,5282,11,9,afternoon,0.84,0.42,0.62,0.648,68.6,0.82,0.3,0.585
Maharashtra,Mumbai,Andheri,5688,11,28,evening,0.84,0.42,0.62,0.648,73.87,2.55,0.6,0.635
Maharashtra,Mumbai,Andheri,4802,6,8,night,0.84,0.42,0.62,0.648,114.33,1.33,0.7,0.616
Maharashtra,Mumbai,Andheri,4481,4,12,morning,0.84,0.42,0.62,0.648,160.04,3.0,0.2,0.624
Maharashtra,Mumbai,Andheri,9340,12,17,afternoon,0.84,0.42,0.62,0.648,111.19,1.42,0.3,0.597
Maharashtra,Mumbai,Andheri,3117,6,26,afternoon,0.84,0.42,0.62,0.648,74.21,4.33,0.3,0.656
Maharashtra,Mumbai,Andheri,5571,6,33,evening,0.84,0.42,0.62,0.648,132.64,5.5,0.6,0.684
Maharashtra,Mumbai,Andheri,9880,10,32,night,0.84,0.42,0.62,0.648,141.14,3.2,0.7,0.653
Maharashtra,Mumbai,Andheri,6894,7,8,afternoon,0.84,0.42,0.62,0.648,140.69,1.14,0.3,0.592
Maharashtra,Mumbai,Andheri,8360,8,32,afternoon,0.84,0.42,0.62,0.648,149.29,4.0,0.3,0.649
Maharashtra,Mumbai,Andheri,5311,4,18,morning,0.84,0.42,0.62,0.648,189.68,4.5,0.2,0.654
Maharashtra,Mumbai,Andheri,7129,8,12,night,0.84,0.42,0.62,0.648,127.3,1.5,0.7,0.619
Maharashtra,Mumbai,Andheri,7024,10,27,evening,0.84,0.42,0.62,0.648,100.34,2.7,0.6,0.638
Maharashtra,Mumbai,Andheri,3866,4,23,evening,0.84,0.42,0.62,0.648,138.07,5.75,0.6,0.684
Maharashtra,Mumbai,Andheri,7407,4,33,morning,0.84,0.42,0.62,0.648,264.54,8.25,0.2,0.664
Maharashtra,Mumbai,Andheri,6856,9,13,evening,0.84,0.42,0.62,0.648,108.83,1.44,0.6,0.613
Maharashtra,Mumbai,Andheri,5699,8,31,night,0.84,0.42,0.62,0.648,101.77,3.88,0.7,0.667
Maharashtra,Mumbai,Andheri,9173,10,21,night,0.84,0.42,0.62,0.648,131.04,2.1,0.7,0.631
Maharashtra,Mumbai,Andheri,5849,9,17,afternoon,0.84,0.42,0.62,0.648,92.84,1.89,0.3,0.607
Maharashtra,Mumbai,Andheri,4855,5,8,evening,0.84,0.42,0.62,0.648,138.71,1.6,0.6,0.616
Maharashtra,Mumbai,Andheri,8446,6,13,afternoon,0.84,0.42,0.62,0.648,201.1,2.17,0.3,0.612
Maharashtra,Mumbai,Andheri,6466,10,25,afternoon,0.84,0.42,0.62,0.648,92.37,2.5,0.3,0.619
Maharashtra,Mumbai,Andheri,3308,11,25,afternoon,0.84,0.42,0.62,0.648,42.96,2.27,0.3,0.614
Maharashtra,Mumbai,Andheri,8893,11,18,evening,0.84,0.42,0.62,0.648,115.49,1.64,0.6,0.617
Maharashtra,Mumbai,Andheri,8836,12,25,afternoon,0.84,0.42,0.62,0.648,105.19,2.08,0.3,0.611
Maharashtra,Mumbai,Andheri,9396,12,20,night,0.84,0.42,0.62,0.648,111.86,1.67,0.7,0.622
Maharashtra,Mumbai,Andheri,6077,8,18,night,0.84,0.42,0.62,0.648,108.52,2.25,0.7,0.634
Maharashtra,Mumbai,Andheri,6123,7,20,night,0.84,0.42,0.62,0.648,124.96,2.86,0.7,0.646
Maharashtra,Mumbai,Andheri,9026,8,16,morning,0.84,0.42,0.62,0.648,161.18,2.0,0.2,0.604
Maharashtra,Mumbai,Andheri,5130,9,17,night,0.84,0.42,0.62,0.648,81.43,1.89,0.7,0.627
Maharashtra,Mumbai,Andheri,3368,5,27,morning,0.84,0.42,0.62,0.648,96.23,5.4,0.2,0.664
Maharashtra,Mumbai,Andheri,4808,9,13,night,0.84,0.42,0.62,0.648,76.32,1.44,0.7,0.618
Maharashtra,Mumbai,Andheri,6807,11,28,morning,0.84,0.42,0.62,0.648,88.4,2.55,0.2,0.615
Maharashtra,Mumbai,Andheri,4640,6,34,morning,0.84,0.42,0.62,0.648,110.48,5.67,0.2,0.664
Maharashtra,Mumbai,Andheri,9742,11,8,evening,0.84,0.42,0.62,0.648,126.52,0.73,0.6,0.599
Maharashtra,Mumbai,Andheri,9215,8,18,night,0.84,0.42,0.62,0.648,164.55,2.25,0.7,0.634
Maharashtra,Mumbai,Andheri,8894,7,15,morning,0.84,0.42,0.62,0.648,181.51,2.14,0.2,0.607
Maharashtra,Mumbai,Andheri,9391,12,13,morning,0.84,0.42,0.62,0.648,111.8,1.08,0.2,0.586
Maharashtra,Mumbai,Andheri,4432,7,12,afternoon,0.84,0.42,0.62,0.648,90.45,1.71,0.3,0.603
Maharashtra,Mumbai,Andheri,8288,5,20,night,0.84,0.42,0.62,0.648,236.8,4.0,0.7,0.669
Maharashtra,Mumbai,Andheri,9961,11,26,evening,0.84,0.42,0.62,0.648,129.36,2.36,0.6,0.631
Maharashtra,Mumbai,Andheri,8783,12,16,afternoon,0.84,0.42,0.62,0.648,104.56,1.33,0.3,0.596
Maharashtra,Mumbai,Andheri,9774,7,30,afternoon,0.84,0.42,0.62,0.648,199.47,4.29,0.3,0.655
Maharashtra,Mumbai,Andheri,9204,10,23,afternoon,0.84,0.42,0.62,0.648,131.49,2.3,0.3,0.615
Maharashtra,Mumbai,Andheri,3599,11,8,afternoon,0.84,0.42,0.62,0.648,46.74,0.73,0.3,0.584
Maharashtra,Mumbai,Andheri,3145,11,9,evening,0.84,0.42,0.62,0.648,40.84,0.82,0.6,0.6
Maharashtra,Mumbai,Andheri,4488,10,17,morning,0.84,0.42,0.62,0.648,64.11,1.7,0.2,0.598
Maharashtra,Mumbai,Andheri,4608,12,20,morning,0.84,0.42,0.62,0.648,54.86,1.67,0.2,0.597
Maharashtra,Mumbai,Andheri,4393,7,16,morning,0.84,0.42,0.62,0.648,89.65,2.29,0.2,0.61
Maharashtra,Mumbai,Andheri,4705,5,19,morning,0.84,0.42,0.62,0.648,134.43,3.8,0.2,0.64
Maharashtra,Mumbai,Andheri,8295,11,21,night,0.84,0.42,0.62,0.648,107.73,1.91,0.7,0.627
Maharashtra,Mumbai,Andheri,9380,9,9,night,0.84,0.42,0.62,0.648,148.89,1.0,0.7,0.609
Maharashtra,Mumbai,Andheri,8970,12,19,afternoon,0.84,0.42,0.62,0.648,106.79,1.58,0.3,0.601
Maharashtra,Mumbai,Andheri,5802,11,35,afternoon,0.84,0.42,0.62,0.648,75.35,3.18,0.3,0.633
Maharashtra,Mumbai,Andheri,9776,5,10,afternoon,0.84,0.42,0.62,0.648,279.31,2.0,0.3,0.609
Maharashtra,Mumbai,Andheri,4376,6,12,afternoon,0.84,0.42,0.62,0.648,104.19,2.0,0.3,0.609
Maharashtra,Mumbai,Andheri,4096,7,13,afternoon,0.84,0.42,0.62,0.648,83.59,1.86,0.3,0.606
Maharashtra,Mumbai,Andheri,7850,12,9,afternoon,0.84,0.42,0.62,0.648,93.45,0.75,0.3,0.584
Maharashtra,Mumbai,Bandra,8574,5,11,night,0.8,0.4,0.55,0.605,244.97,2.2,0.7,0.597
Maharashtra,Mumbai,Bandra,4567,7,16,afternoon,0.8,0.4,0.55,0.605,93.2,2.29,0.3,0.578
Maharashtra,Mumbai,Bandra,4461,11,11,morning,0.8,0.4,0.55,0.605,57.94,1.0,0.2,0.548
Maharashtra,Mumbai,Bandra,7923,7,15,afternoon,0.8,0.4,0.55,0.605,161.69,2.14,0.3,0.575
Maharashtra,Mumbai,Bandra,7003,6,28,night,0.8,0.4,0.55,0.605,166.74,4.67,0.7,0.646
Maharashtra,Mumbai,Bandra,9649,5,21,night,0.8,0.4,0.55,0.605,275.69,4.2,0.7,0.637
Maharashtra,Mumbai,Bandra,3534,6,29,evening,0.8,0.4,0.55,0.605,84.14,4.83,0.6,0.644
Maharashtra,Mumbai,Bandra,9428,10,29,afternoon,0.8,0.4,0.55,0.605,134.69,2.9,0.3,0.591
Maharashtra,Mumbai,Bandra,9746,5,18,night,0.8,0.4,0.55,0.605,278.46,3.6,0.7,0.625
Maharashtra,Mumbai,Bandra,3677,12,18,night,0.8,0.4,0.55,0.605,43.77,1.5,0.7,0.583
Maharashtra,Mumbai,Bandra,7565,4,29,night,0.8,0.4,0.55,0.605,270.18,7.25,0.7,0.653
Maharashtra,Mumbai,Bandra,4991,11,25,morning,0.8,0.4,0.55,0.605,64.82,2.27,0.2,0.573
Maharashtra,Mumbai,Bandra,4709,5,22,afternoon,0.8,0.4,0.55,0.605,134.54,4.4,0.3,0.621
Maharashtra,Mumbai,Bandra,5107,8,21,evening,0.8,0.4,0.55,0.605,91.2,2.62,0.6,0.6
Maharashtra,Mumbai,Bandra,3044,4,33,night,0.8,0.4,0.55,0.605,108.71,8.25,0.7,0.653
Maharashtra,Mumbai,Bandra,9707,4,19,morning,0.8,0.4,0.55,0.605,346.68,4.75,0.2,0.623
Maharashtra,Mumbai,Bandra,6966,8,33,evening,0.8,0.4,0.55,0.605,124.39,4.12,0.6,0.63
Maharashtra,Mumbai,Bandra,9844,10,31,night,0.8,0.4,0.55,0.605,140.63,3.1,0.7,0.615
Maharashtra,Mumbai,Bandra,6381,10,31,night,0.8,0.4,0.55,0.605,91.16,3.1,0.7,0.615
Maharashtra,Mumbai,Bandra,8338,5,22,night,0.8,0.4,0.55,0.605,238.23,4.4,0.7,0.641
Maharashtra,Mumbai,Bandra,3503,9,22,night,0.8,0.4,0.55,0.605,55.6,2.44,0.7,0.601
Maharashtra,Mumbai,Bandra,5705,10,30,evening,0.8,0.4,0.55,0.605,81.5,3.0,0.6,0.608
Maharashtra,Mumbai,Bandra,6281,4,22,morning,0.8,0.4,0.55,0.605,224.32,5.5,0.2,0.628
Maharashtra,Mumbai,Bandra,5746,7,12,night,0.8,0.4,0.55,0.605,117.27,1.71,0.7,0.587
Maharashtra,Mumbai,Bandra,4269,4,26,night,0.8,0.4,0.55,0.605,152.46,6.5,0.7,0.653
Maharashtra,Mumbai,Bandra,4649,11,22,afternoon,0.8,0.4,0.55,0.605,60.38,2.0,0.3,0.573
Maharashtra,Mumbai,Bandra,7459,9,26,morning,0.8,0.4,0.55,0.605,118.4,2.89,0.2,0.585
Maharashtra,Mumbai,Bandra,4160,10,9,morning,0.8,0.4,0.55,0.605,59.43,0.9,0.2,0.546
Maharashtra,Mumbai,Bandra,3551,4,28,night,0.8,0.4,0.55,0.605,126.82,7.0,0.7,0.653
Maharashtra,Mumbai,Bandra,8306,8,21,morning,0.8,0.4,0.55,0.605,148.32,2.62,0.2,0.58
Maharashtra,Mumbai,Bandra,6069,9,18,afternoon,0.8,0.4,0.55,0.605,96.33,2.0,0.3,0.573
Maharashtra,Mumbai,Bandra,5070,11,20,night,0.8,0.4,0.55,0.605,65.84,1.82,0.7,0.589
Maharashtra,Mumbai,Bandra,6171,5,31,night,0.8,0.4,0.55,0.605,176.31,6.2,0.7,0.653
Maharashtra,Mumbai,Bandra,8425,7,35,morning,0.8,0.4,0.55,0.605,171.94,5.0,0.2,0.628
Maharashtra,Mumbai,Bandra,4482,9,18,evening,0.8,0.4,0.55,0.605,71.14,2.0,0.6,0.588
Maharashtra,Mumbai,Bandra,9809,4,14,morning,0.8,0.4,0.55,0.605,350.32,3.5,0.2,0.598
Maharashtra,Mumbai,Bandra,5192,6,19,evening,0.8,0.4,0.55,0.605,123.62,3.17,0.6,0.611
Maharashtra,Mumbai,Bandra,7498,6,30,morning,0.8,0.4,0.55,0.605,178.52,5.0,0.2,0.628
Maharashtra,Mumbai,Bandra,7697,6,13,afternoon,0.8,0.4,0.55,0.605,183.26,2.17,0.3,0.576
Maharashtra,Mumbai,Bandra,3800,5,31,evening,0.8,0.4,0.55,0.605,108.57,6.2,0.6,0.648
Maharashtra,Mumbai,Bandra,5854,11,21,evening,0.8,0.4,0.55,0.605,76.03,1.91,0.6,0.586
Maharashtra,Mumbai,Bandra,9274,8,28,evening,0.8,0.4,0.55,0.605,165.61,3.5,0.6,0.618
Maharashtra,Mumbai,Bandra,4775,7,29,morning,0.8,0.4,0.55,0.605,97.45,4.14,0.2,0.61
Maharashtra,Mumbai,Bandra,5309,5,25,evening,0.8,0.4,0.55,0.605,151.69,5.0,0.6,0.648
Maharashtra,Mumbai,Bandra,6880,6,16,evening,0.8,0.4,0.55,0.605,163.81,2.67,0.6,0.601
Maharashtra,Mumbai,Bandra,8065,8,8,afternoon,0.8,0.4,0.55,0.605,144.02,1.0,0.3,0.553
Maharashtra,Mumbai,Bandra,8453,10,31,afternoon,0.8,0.4,0.55,0.605,120.76,3.1,0.3,0.595
Maharashtra,Mumbai,Bandra,6542,5,29,morning,0.8,0.4,0.55,0.605,186.91,5.8,0.2,0.628
Maharashtra,Mumbai,Bandra,8890,9,24,evening,0.8,0.4,0.55,0.605,141.11,2.67,0.6,0.601
Maharashtra,Mumbai,Bandra,7309,8,10,afternoon,0.8,0.4,0.55,0.605,130.52,1.25,0.3,0.558
Maharashtra,Mumbai,Bandra,5657,9,10,night,0.8,0.4,0.55,0.605,89.79,1.11,0.7,0.575
Maharashtra,Mumbai,Bandra,3924,12,14,morning,0.8,0.4,0.55,0.605,46.71,1.17,0.2,0.551
Maharashtra,Mumbai,Bandra,8585,10,10,night,0.8,0.4,0.55,0.605,122.64,1.0,0.7,0.573
Maharashtra,Mumbai,Bandra,3418,10,15,night,0.8,0.4,0.55,0.605,48.83,1.5,0.7,0.583
Maharashtra,Mumbai,Bandra,3897,11,20,night,0.8,0.4,0.55,0.605,50.61,1.82,0.7,0.589
Maharashtra,Mumbai,Bandra,6560,4,10,afternoon,0.8,0.4,0.55,0.605,234.29,2.5,0.3,0.583
Maharashtra,Mumbai,Bandra,9617,4,35,afternoon,0.8,0.4,0.55,0.605,343.46,8.75,0.3,0.633
Maharashtra,Mumbai,Bandra,3359,11,13,afternoon,0.8,0.4,0.55,0.605,43.62,1.18,0.3,0.556
Maharashtra,Mumbai,Bandra,8189,11,16,morning,0.8,0.4,0.55,0.605,106.35,1.45,0.2,0.557
Maharashtra,Mumbai,Bandra,8395,8,24,afternoon,0.8,0.4,0.55,0.605,149.91,3.0,0.3,0.593
Maharashtra,Mumbai,Bandra,9409,9,33,afternoon,0.8,0.4,0.55,0.605,149.35,3.67,0.3,0.606
Maharashtra,Mumbai,Bandra,6794,11,35,night,0.8,0.4,0.55,0.605,88.23,3.18,0.7,0.616
Maharashtra,Mumbai,Bandra,3851,11,17,night,0.8,0.4,0.55,0.605,50.01,1.55,0.7,0.584
Maharashtra,Mumbai,Bandra,9272,7,27,evening,0.8,0.4,0.55,0.605,189.22,3.86,0.6,0.625
Maharashtra,Mumbai,Bandra,4436,8,21,evening,0.8,0.4,0.55,0.605,79.21,2.62,0.6,0.6
Maharashtra,Mumbai,Bandra,3147,4,20,morning,0.8,0.4,0.55,0.605,112.39,5.0,0.2,0.628
Maharashtra,Mumbai,Bandra,4161,11,9,evening,0.8,0.4,0.55,0.605,54.04,0.82,0.6,0.564
Maharashtra,Mumbai,Bandra,4121,8,13,afternoon,0.8,0.4,0.55,0.605,73.59,1.62,0.3,0.565
Maharashtra,Mumbai,Bandra,7282,11,31,afternoon,0.8,0.4,0.55,0.605,94.57,2.82,0.3,0.589
Maharashtra,Mumbai,Bandra,5639,5,28,afternoon,0.8,0.4,0.55,0.605,161.11,5.6,0.3,0.633
Maharashtra,Mumbai,Bandra,5626,4,30,morning,0.8,0.4,0.55,0.605,200.93,7.5,0.2,0.628
Maharashtra,Mumbai,Bandra,7005,10,32,morning,0.8,0.4,0.55,0.605,100.07,3.2,0.2,0.592
Maharashtra,Mumbai,Bandra,7907,5,31,evening,0.8,0.4,0.55,0.605,225.91,6.2,0.6,0.648
Maharashtra,Mumbai,Bandra,9706,4,8,morning,0.8,0.4,0.55,0.605,346.64,2.0,0.2,0.568
Maharashtra,Mumbai,Bandra,9246,12,19,afternoon,0.8,0.4,0.55,0.605,110.07,1.58,0.3,0.564
Maharashtra,Mumbai,Bandra,9852,7,32,morning,0.8,0.4,0.55,0.605,201.06,4.57,0.2,0.619
Maharashtra,Mumbai,Bandra,6126,7,27,evening,0.8,0.4,0.55,0.605,125.02,3.86,0.6,0.625
Maharashtra,Mumbai,Bandra,3413,8,24,afternoon,0.8,0.4,0.55,0.605,60.95,3.0,0.3,0.593
Maharashtra,Mumbai,Bandra,8857,10,33,night,0.8,0.4,0.55,0.605,126.53,3.3,0.7,0.619
Maharashtra,Mumbai,Bandra,5832,5,11,afternoon,0.8,0.4,0.55,0.605,166.63,2.2,0.3,0.577
Maharashtra,Mumbai,Dadar,3813,11,16,morning,0.82,0.41,0.58,0.625,49.52,1.45,0.2,0.574
Maharashtra,Mumbai,Dadar,3867,8,27,afternoon,0.82,0.41,0.58,0.625,69.05,3.38,0.3,0.617
Maharashtra,Mumbai,Dadar,3214,7,21,night,0.82,0.41,0.58,0.625,65.59,3.0,0.7,0.63
Maharashtra,Mumbai,Dadar,3714,10,20,night,0.82,0.41,0.58,0.625,53.06,2.0,0.7,0.61
Maharashtra,Mumbai,Dadar,8191,11,17,evening,0.82,0.41,0.58,0.625,106.38,1.55,0.6,0.596
Maharashtra,Mumbai,Dadar,5745,5,33,night,0.82,0.41,0.58,0.625,164.14,6.6,0.7,0.669
Maharashtra,Mumbai,Dadar,9655,12,14,morning,0.82,0.41,0.58,0.625,114.94,1.17,0.2,0.568
Maharashtra,Mumbai,Dadar,9541,12,22,night,0.82,0.41,0.58,0.625,113.58,1.83,0.7,0.606
Maharashtra,Mumbai,Dadar,7224,8,29,night,0.82,0.41,0.58,0.625,129.0,3.62,0.7,0.642
Maharashtra,Mumbai,Dadar,8524,6,19,night,0.82,0.41,0.58,0.625,202.95,3.17,0.7,0.633
Maharashtra,Mumbai,Dadar,6796,4,23,night,0.82,0.41,0.58,0.625,242.71,5.75,0.7,0.669
Maharashtra,Mumbai,Dadar,4256,8,30,morning,0.82,0.41,0.58,0.625,76.0,3.75,0.2,0.619
Maharashtra,Mumbai,Dadar,9852,5,23,morning,0.82,0.41,0.58,0.625,281.49,4.6,0.2,0.636
Maharashtra,Mumbai,Dadar,6625,12,29,night,0.82,0.41,0.58,0.625,78.87,2.42,0.7,0.618
Maharashtra,Mumbai,Dadar,9489,7,11,night,0.82,0.41,0.58,0.625,193.65,1.57,0.7,0.601
Maharashtra,Mumbai,Dadar,6362,8,9,morning,0.82,0.41,0.58,0.625,113.61,1.12,0.2,0.567
Maharashtra,Mumbai,Dadar,4568,5,29,morning,0.82,0.41,0.58,0.625,130.51,5.8,0.2,0.644
Maharashtra,Mumbai,Dadar,6180,6,26,night,0.82,0.41,0.58,0.625,147.14,4.33,0.7,0.656
Maharashtra,Mumbai,Dadar,5813,5,17,afternoon,0.82,0.41,0.58,0.625,166.09,3.4,0.3,0.617
Maharashtra,Mumbai,Dadar,6446,10,18,morning,0.82,0.41,0.58,0.625,92.09,1.8,0.2,0.581
Maharashtra,Mumbai,Dadar,6461,8,8,morning,0.82,0.41,0.58,0.625,115.38,1.0,0.2,0.565
Maharashtra,Mumbai,Dadar,7547,4,35,night,0.82,0.41,0.58,0.625,269.54,8.75,0.7,0.669
Maharashtra,Mumbai,Dadar,6494,8,34,afternoon,0.82,0.41,0.58,0.625,115.96,4.25,0.3,0.634
Maharashtra,Mumbai,Dadar,4364,7,24,night,0.82,0.41,0.58,0.625,89.06,3.43,0.7,0.638
Maharashtra,Mumbai,Dadar,7186,9,20,afternoon,0.82,0.41,0.58,0.625,114.06,2.22,0.3,0.594
Maharashtra,Mumbai,Dadar,8697,11,13,morning,0.82,0.41,0.58,0.625,112.95,1.18,0.2,0.568
Maharashtra,Mumbai,Dadar,3384,6,32,afternoon,0.82,0.41,0.58,0.625,80.57,5.33,0.3,0.649
Maharashtra,Mumbai,Dadar,9233,10,34,night,0.82,0.41,0.58,0.625,131.9,3.4,0.7,0.637
Maharashtra,Mumbai,Dadar,4867,6,11,afternoon,0.82,0.41,0.58,0.625,115.88,1.83,0.3,0.586
Maharashtra,Mumbai,Dadar,6399,10,21,night,0.82,0.41,0.58,0.625,91.41,2.1,0.7,0.612
Maharashtra,Mumbai,Dadar,3324,11,28,evening,0.82,0.41,0.58,0.625,43.17,2.55,0.6,0.616
